Tool,Rate (m/yr)
AMBUR,0.021874995
AMBUR,0.020157912
AMBUR,0.018672178
AMBUR,0.020282192
AMBUR,0.020818863
AMBUR,0.021355535
AMBUR,0.021892206
AMBUR,0.022428877
AMBUR,0.024575563
AMBUR,0.025112234
AMBUR,0.025648905
AMBUR,0.026185576
AMBUR,0.028332262
AMBUR,0.028868933
AMBUR,0.029405605
AMBUR,0.029942276
AMBUR,0.032088961
AMBUR,0.032625632
AMBUR,0.033162304
AMBUR,0.033698975
AMBUR,0.034235646
AMBUR,0.03584566
AMBUR,0.036382332
AMBUR,0.036919003
AMBUR,0.037455674
AMBUR,0.037992346
AMBUR,0.03960236
AMBUR,0.040139031
AMBUR,0.041650725
AMBUR,0.043178183
AMBUR,0.04470564
AMBUR,0.049288013
AMBUR,0.050815471
AMBUR,0.052342928
AMBUR,0.053870386
AMBUR,0.055397843
AMBUR,0.059980216
AMBUR,0.061263196
AMBUR,0.061368832
AMBUR,0.061474469
AMBUR,0.061580105
AMBUR,0.061897015
AMBUR,0.061884987
AMBUR,0.060999281
AMBUR,0.060113576
AMBUR,0.05922787
AMBUR,0.056570753
AMBUR,0.055685047
AMBUR,0.054799341
AMBUR,0.053913635
AMBUR,0.05302793
AMBUR,0.050370813
AMBUR,0.049485107
AMBUR,0.048599401
AMBUR,0.047713695
AMBUR,0.046827989
AMBUR,0.043285167
AMBUR,0.042399461
AMBUR,0.041513755
AMBUR,0.040628049
AMBUR,0.037970932
AMBUR,0.037085226
AMBUR,0.03619952
AMBUR,0.035313815
AMBUR,0.034428109
AMBUR,0.030885286
AMBUR,0.02999958
AMBUR,0.029113875
AMBUR,0.028228169
AMBUR,0.023796638
AMBUR,0.022645151
AMBUR,0.022403485
AMBUR,0.022525841
AMBUR,0.023015263
AMBUR,0.023137618
AMBUR,0.023259974
AMBUR,0.02338233
AMBUR,0.023504685
AMBUR,0.023871751
AMBUR,0.023994107
AMBUR,0.024116462
AMBUR,0.024238818
AMBUR,0.02472824
AMBUR,0.023845128
AMBUR,0.022182093
AMBUR,0.020519058
AMBUR,0.018856024
AMBUR,0.01386692
AMBUR,0.012203885
AMBUR,0.01054085
AMBUR,0.008877815
AMBUR,0.00721478
AMBUR,0.002225676
AMBUR,0.000562641
AMBUR,0.001100393
AMBUR,0.002763428
AMBUR,0.004426463
AMBUR,0.009415567
AMBUR,0.011078602
AMBUR,0.012741636
AMBUR,0.014404671
AMBUR,0.016067706
AMBUR,0.017955413
AMBUR,0.018451841
AMBUR,0.017410028
AMBUR,0.014287273
AMBUR,0.011164519
AMBUR,0.001796257
AMBUR,0.001326497
AMBUR,0.004449251
AMBUR,0.007572005
AMBUR,0.010694759
AMBUR,0.02239906
AMBUR,0.027423898
AMBUR,0.032448736
AMBUR,0.037473574
AMBUR,0.042498412
AMBUR,0.057572927
AMBUR,0.062597765
AMBUR,0.067622603
AMBUR,0.072647441
AMBUR,0.077672279
AMBUR,0.092746793
AMBUR,0.097771631
AMBUR,0.102796469
AMBUR,0.105767742
AMBUR,0.107677367
AMBUR,0.115315866
AMBUR,0.117225491
AMBUR,0.119135116
AMBUR,0.121044741
AMBUR,0.123122652
AMBUR,0.133508359
AMBUR,0.138701212
AMBUR,0.143894066
AMBUR,0.14908692
AMBUR,0.154279773
AMBUR,0.175051187
AMBUR,0.18024404
AMBUR,0.185436894
AMBUR,0.190629747
AMBUR,0.211401161
AMBUR,0.216594015
AMBUR,0.221786868
AMBUR,0.226979721
AMBUR,0.232172575
AMBUR,0.247479993
AMBUR,0.24949733
AMBUR,0.251514668
AMBUR,0.253532005
AMBUR,0.255549342
AMBUR,0.256832884
AMBUR,0.255748117
AMBUR,0.254663352
AMBUR,0.253578585
AMBUR,0.25249382
AMBUR,0.249239522
AMBUR,0.248154756
AMBUR,0.24706999
AMBUR,0.245985224
AMBUR,0.244900458
AMBUR,0.24164616
AMBUR,0.240561394
AMBUR,0.239476628
AMBUR,0.239066813
AMBUR,0.238760119
AMBUR,0.237840038
AMBUR,0.237533345
AMBUR,0.237226651
AMBUR,0.236919957
AMBUR,0.236613264
AMBUR,0.236790696
AMBUR,0.238442577
AMBUR,0.240094458
AMBUR,0.24174634
AMBUR,0.243398221
AMBUR,0.248353865
AMBUR,0.250005747
AMBUR,0.251657628
AMBUR,0.25330951
AMBUR,0.254961391
AMBUR,0.259917036
AMBUR,0.261568917
AMBUR,0.260757028
AMBUR,0.256679996
AMBUR,0.252602963
AMBUR,0.236294834
AMBUR,0.232217802
AMBUR,0.22814077
AMBUR,0.224063738
AMBUR,0.219986705
AMBUR,0.211832641
AMBUR,0.207755609
AMBUR,0.203678576
AMBUR,0.199601544
AMBUR,0.195524512
AMBUR,0.179216383
AMBUR,0.175139351
AMBUR,0.171062318
AMBUR,0.166985286
AMBUR,0.164204296
AMBUR,0.163555084
AMBUR,0.162905871
AMBUR,0.162256658
AMBUR,0.161607446
AMBUR,0.159659808
AMBUR,0.159010595
AMBUR,0.158361382
AMBUR,0.157712169
AMBUR,0.157062957
AMBUR,0.155115319
AMBUR,0.154466106
AMBUR,0.153816893
AMBUR,0.153167681
AMBUR,0.152518468
AMBUR,0.15057083
AMBUR,0.149921617
AMBUR,0.149272404
AMBUR,0.148623192
AMBUR,0.147973979
AMBUR,0.146026341
AMBUR,0.145377128
AMBUR,0.144727916
AMBUR,0.144078703
AMBUR,0.14342949
AMBUR,0.141481852
AMBUR,0.14083264
AMBUR,0.140183427
AMBUR,0.139534214
AMBUR,0.138885002
AMBUR,0.136937364
AMBUR,0.136288151
AMBUR,0.135638938
AMBUR,0.134989726
AMBUR,0.134340513
AMBUR,0.132392875
AMBUR,0.131743662
AMBUR,0.131094449
AMBUR,0.130445237
AMBUR,0.129796024
AMBUR,0.127848386
AMBUR,0.127199173
AMBUR,0.126549961
AMBUR,0.125900748
AMBUR,0.125251536
AMBUR,0.146613515
AMBUR,0.154621451
AMBUR,0.160095595
AMBUR,0.163936216
AMBUR,0.167776837
AMBUR,0.171617458
AMBUR,0.1792987
AMBUR,0.180728181
AMBUR,0.181505564
AMBUR,0.182282947
AMBUR,0.183060331
AMBUR,0.186169863
AMBUR,0.186947246
AMBUR,0.187724629
AMBUR,0.188502013
AMBUR,0.188952547
AMBUR,0.189369081
AMBUR,0.189507926
AMBUR,0.189646771
AMBUR,0.189785616
AMBUR,0.189924461
AMBUR,0.190094321
AMBUR,0.190089386
AMBUR,0.19008445
AMBUR,0.190079515
AMBUR,0.190059774
AMBUR,0.190054838
AMBUR,0.190049903
AMBUR,0.190044968
AMBUR,0.190040032
AMBUR,0.190025226
AMBUR,0.190020291
AMBUR,0.190015355
AMBUR,0.19001042
AMBUR,0.19496628
AMBUR,0.21420978
AMBUR,0.22062428
AMBUR,0.227038781
AMBUR,0.233453281
AMBUR,0.238489564
AMBUR,0.245096887
AMBUR,0.247299328
AMBUR,0.24950177
AMBUR,0.25170421
AMBUR,0.253906652
AMBUR,0.259193444
AMBUR,0.260603299
AMBUR,0.262013153
AMBUR,0.263423006
AMBUR,0.264832861
AMBUR,0.269062422
AMBUR,0.270472277
AMBUR,0.271882131
AMBUR,0.273291984
AMBUR,0.274701838
AMBUR,0.2789314
AMBUR,0.280341254
AMBUR,0.281751109
AMBUR,0.283160962
AMBUR,0.284570816
AMBUR,0.288800378
AMBUR,0.290210232
AMBUR,0.291620086
AMBUR,0.29302994
AMBUR,0.294439794
AMBUR,0.303492951
AMBUR,0.309013731
AMBUR,0.31453451
AMBUR,0.320055289
AMBUR,0.325576069
AMBUR,0.347659187
AMBUR,0.353179966
AMBUR,0.358700745
AMBUR,0.364221525
AMBUR,0.369742304
AMBUR,0.373689828
AMBUR,0.374351134
AMBUR,0.37472678
AMBUR,0.371532413
AMBUR,0.368338047
AMBUR,0.358754948
AMBUR,0.355560581
AMBUR,0.352366215
AMBUR,0.349171849
AMBUR,0.345977482
AMBUR,0.336394383
AMBUR,0.333200017
AMBUR,0.33000565
AMBUR,0.32627997
AMBUR,0.32212562
AMBUR,0.30966257
AMBUR,0.305508221
AMBUR,0.301353871
AMBUR,0.297199521
AMBUR,0.293045171
AMBUR,0.280582122
AMBUR,0.276427773
AMBUR,0.272273423
AMBUR,0.268119073
AMBUR,0.267020799
AMBUR,0.265901438
AMBUR,0.265528318
AMBUR,0.265155198
AMBUR,0.264782077
AMBUR,0.264408957
AMBUR,0.263289596
AMBUR,0.262916476
AMBUR,0.262543356
AMBUR,0.262146287
AMBUR,0.261746477
AMBUR,0.260547044
AMBUR,0.260147234
AMBUR,0.259747423
AMBUR,0.259347612
AMBUR,0.258947802
AMBUR,0.252206802
AMBUR,0.249007426
AMBUR,0.245067978
AMBUR,0.24082285
AMBUR,0.236577722
AMBUR,0.223842339
AMBUR,0.219597211
AMBUR,0.214222981
AMBUR,0.20856109
AMBUR,0.2028992
AMBUR,0.185913528
AMBUR,0.180251637
AMBUR,0.174589747
AMBUR,0.168927856
AMBUR,0.163265966
AMBUR,0.140618403
AMBUR,0.134956512
AMBUR,0.129294622
AMBUR,0.123632731
AMBUR,0.117970841
AMBUR,0.10664706
AMBUR,0.100985169
AMBUR,0.095323278
AMBUR,0.089661388
AMBUR,0.083999497
AMBUR,0.063905844
AMBUR,0.061030573
AMBUR,0.058155303
AMBUR,0.055280032
AMBUR,0.052404761
AMBUR,0.043778949
AMBUR,0.040903678
AMBUR,0.038028407
AMBUR,0.035153136
AMBUR,0.030682461
AMBUR,0.01630934
AMBUR,0.0115183
AMBUR,0.00672726
AMBUR,0.00193622
AMBUR,0.00285482
AMBUR,0.01722794
AMBUR,0.022018981
AMBUR,0.026810021
AMBUR,0.031601061
AMBUR,0.036392101
AMBUR,0.087069897
AMBUR,0.097229874
AMBUR,0.100616533
AMBUR,0.104003192
AMBUR,0.107389852
AMBUR,0.110776511
AMBUR,0.124323147
AMBUR,0.127794398
AMBUR,0.13127768
AMBUR,0.134760962
AMBUR,0.138244245
AMBUR,0.14521081
AMBUR,0.148694093
AMBUR,0.152177375
AMBUR,0.155660658
AMBUR,0.15914394
AMBUR,0.17307707
AMBUR,0.176560353
AMBUR,0.180043635
AMBUR,0.183526918
AMBUR,0.187058196
AMBUR,0.199386336
AMBUR,0.203495715
AMBUR,0.207605095
AMBUR,0.211714475
AMBUR,0.215823855
AMBUR,0.228151995
AMBUR,0.232261374
AMBUR,0.236370754
AMBUR,0.240480134
AMBUR,0.244589514
AMBUR,0.256917653
AMBUR,0.261027033
AMBUR,0.265136413
AMBUR,0.269245793
AMBUR,0.329656972
AMBUR,0.327640308
AMBUR,0.326968087
AMBUR,0.326295866
AMBUR,0.325623644
AMBUR,0.324951423
AMBUR,0.322934759
AMBUR,0.322262538
AMBUR,0.321590317
AMBUR,0.320918096
AMBUR,0.320245874
AMBUR,0.318229211
AMBUR,0.317556989
AMBUR,0.316884768
AMBUR,0.316212547
AMBUR,0.315540326
AMBUR,0.314868104
AMBUR,0.313419735
AMBUR,0.310972228
AMBUR,0.30916263
AMBUR,0.308820275
AMBUR,0.30847792
AMBUR,0.307450856
AMBUR,0.307108501
AMBUR,0.306766146
AMBUR,0.306423792
AMBUR,0.306081437
AMBUR,0.305739082
AMBUR,0.304712018
AMBUR,0.304369663
AMBUR,0.30357878
AMBUR,0.302688997
AMBUR,0.301799214
AMBUR,0.300019649
AMBUR,0.299129867
AMBUR,0.298240084
AMBUR,0.297350302
AMBUR,0.296460519
AMBUR,0.295570736
AMBUR,0.282398546
AMBUR,0.282208537
AMBUR,0.280815788
AMBUR,0.280229633
AMBUR,0.279631608
AMBUR,0.279033583
AMBUR,0.278435559
AMBUR,0.276641485
AMBUR,0.276043461
AMBUR,0.275445436
AMBUR,0.274847411
AMBUR,0.274249387
AMBUR,0.272455313
AMBUR,0.271857288
AMBUR,0.271259264
AMBUR,0.270661239
AMBUR,0.270063214
AMBUR,0.26946519
AMBUR,0.268269141
AMBUR,0.267671116
AMBUR,0.267073091
AMBUR,0.266475067
AMBUR,0.265877042
AMBUR,0.263955703
AMBUR,0.263794004
AMBUR,0.264111351
AMBUR,0.264428699
AMBUR,0.264746046
AMBUR,0.265698088
AMBUR,0.266015436
AMBUR,0.266332784
AMBUR,0.266650131
AMBUR,0.266967478
AMBUR,0.267284826
AMBUR,0.268236868
AMBUR,0.268554215
AMBUR,0.268871563
AMBUR,0.26918891
AMBUR,0.269506258
AMBUR,0.270140953
AMBUR,0.2704583
AMBUR,0.261266296
AMBUR,0.258692461
AMBUR,0.256118627
AMBUR,0.248397122
AMBUR,0.245823287
AMBUR,0.243249452
AMBUR,0.240675617
AMBUR,0.238101782
AMBUR,0.230380278
AMBUR,0.227806443
AMBUR,0.225232608
AMBUR,0.222658773
AMBUR,0.220084938
AMBUR,0.212363434
AMBUR,0.209789599
AMBUR,0.207215764
AMBUR,0.204641929
AMBUR,0.202068094
AMBUR,0.196380663
AMBUR,0.194633622
AMBUR,0.192886581
AMBUR,0.191139541
AMBUR,0.1893925
AMBUR,0.18764546
AMBUR,0.184151379
AMBUR,0.182404338
AMBUR,0.180657298
AMBUR,0.178910257
AMBUR,0.177163216
AMBUR,0.171922095
AMBUR,0.170175054
AMBUR,0.168428014
AMBUR,0.166680973
AMBUR,0.164933933
AMBUR,0.163186892
AMBUR,0.159692811
AMBUR,0.15794577
AMBUR,0.15619873
AMBUR,0.225810511
AMBUR,0.231290709
AMBUR,0.24180169
AMBUR,0.244904607
AMBUR,0.248007523
AMBUR,0.25111044
AMBUR,0.254213356
AMBUR,0.263522106
AMBUR,0.266625023
AMBUR,0.26972794
AMBUR,0.272830856
AMBUR,0.275933773
AMBUR,0.285242523
AMBUR,0.288345439
AMBUR,0.291448356
AMBUR,0.294551272
AMBUR,0.297654189
AMBUR,0.29967896
AMBUR,0.298767632
AMBUR,0.297856304
AMBUR,0.296944976
AMBUR,0.296033648
AMBUR,0.293299664
AMBUR,0.292388336
AMBUR,0.291477008
AMBUR,0.290565681
AMBUR,0.290459059
AMBUR,0.283759495
AMBUR,0.280545378
AMBUR,0.277331261
AMBUR,0.275938043
AMBUR,0.27463128
AMBUR,0.270710994
AMBUR,0.269404231
AMBUR,0.268097469
AMBUR,0.266790707
AMBUR,0.265483945
AMBUR,0.261563658
AMBUR,0.260256895
AMBUR,0.258950133
AMBUR,0.257643371
AMBUR,0.256336609
AMBUR,0.232814888
AMBUR,0.231508126
AMBUR,0.230201363
AMBUR,0.228894601
AMBUR,0.227587839
AMBUR,0.223667552
AMBUR,0.22236079
AMBUR,0.221054028
AMBUR,0.219485553
AMBUR,0.217816959
AMBUR,0.21447977
AMBUR,0.212811176
AMBUR,0.211142582
AMBUR,0.209473988
AMBUR,0.207805393
AMBUR,0.206136799
AMBUR,0.201131016
AMBUR,0.199462422
AMBUR,0.197793828
AMBUR,0.196125233
AMBUR,0.194595696
AMBUR,0.195473504
AMBUR,0.195766106
AMBUR,0.196058709
AMBUR,0.196351311
AMBUR,0.196643914
AMBUR,0.197521722
AMBUR,0.197814325
AMBUR,0.198106927
AMBUR,0.19839953
AMBUR,0.198692132
AMBUR,0.19956994
AMBUR,0.199862543
AMBUR,0.200155145
AMBUR,0.200447748
AMBUR,0.20074035
AMBUR,0.201618158
AMBUR,0.201910761
AMBUR,0.202203363
AMBUR,0.202495966
AMBUR,0.202788569
AMBUR,0.208640621
AMBUR,0.208933223
AMBUR,0.209225826
AMBUR,0.209811031
AMBUR,0.210103633
AMBUR,0.210396236
AMBUR,0.210688839
AMBUR,0.210786979
AMBUR,0.209118678
AMBUR,0.205782078
AMBUR,0.204113777
AMBUR,0.202097543
AMBUR,0.19917615
AMBUR,0.196254757
AMBUR,0.193333364
AMBUR,0.184569185
AMBUR,0.181647792
AMBUR,0.178726399
AMBUR,0.175805006
AMBUR,0.172883613
AMBUR,0.167040827
AMBUR,0.164119434
AMBUR,0.161198041
AMBUR,0.158276648
AMBUR,0.155355255
AMBUR,0.152433862
AMBUR,0.143669682
AMBUR,0.14074829
AMBUR,0.137826897
AMBUR,0.134956146
AMBUR,0.132423821
AMBUR,0.124826847
AMBUR,0.122294523
AMBUR,0.119762198
AMBUR,0.117229873
AMBUR,0.114697549
AMBUR,0.107100574
AMBUR,0.10456825
AMBUR,0.102035925
AMBUR,0.0995036
AMBUR,0.096971276
AMBUR,0.068779194
AMBUR,0.070570696
AMBUR,0.072362199
AMBUR,0.074153701
AMBUR,0.075945203
AMBUR,0.079528208
AMBUR,0.08131971
AMBUR,0.083111212
AMBUR,0.084902714
AMBUR,0.086694216
AMBUR,0.092068723
AMBUR,0.093860226
AMBUR,0.095651728
AMBUR,0.09744323
AMBUR,0.099234732
AMBUR,0.101026235
AMBUR,0.104609239
AMBUR,0.106400742
AMBUR,0.108192244
AMBUR,0.109983746
AMBUR,0.111775248
AMBUR,0.11356675
AMBUR,0.118941257
AMBUR,0.120732759
AMBUR,0.122524262
AMBUR,0.124315764
AMBUR,0.126107266
AMBUR,0.12974197
AMBUR,0.131580147
AMBUR,0.133418324
AMBUR,0.135256501
AMBUR,0.137094678
AMBUR,0.138932856
AMBUR,0.144447387
AMBUR,0.146285564
AMBUR,0.148123741
AMBUR,0.149961918
AMBUR,0.151800095
AMBUR,0.157314626
AMBUR,0.159152803
AMBUR,0.190401814
AMBUR,0.195916346
AMBUR,0.197754523
AMBUR,0.1995927
AMBUR,0.199673472
AMBUR,0.197526877
AMBUR,0.191087094
AMBUR,0.188940499
AMBUR,0.186793905
AMBUR,0.184647311
AMBUR,0.182500716
AMBUR,0.176060933
AMBUR,0.173914338
AMBUR,0.171767744
AMBUR,0.16962115
AMBUR,0.167474555
AMBUR,0.165327961
AMBUR,0.161034771
AMBUR,0.158888177
AMBUR,0.156741583
AMBUR,0.154594988
AMBUR,0.152448394
AMBUR,0.14600861
AMBUR,0.143862016
AMBUR,0.141715422
AMBUR,0.139568827
AMBUR,0.137422233
AMBUR,0.135275638
AMBUR,0.130982449
AMBUR,0.128835855
AMBUR,0.12668926
AMBUR,0.124542666
AMBUR,0.122396071
AMBUR,0.120249477
AMBUR,0.115956288
AMBUR,0.113809694
AMBUR,0.068216869
AMBUR,0.065965144
AMBUR,0.063713418
AMBUR,0.061461693
AMBUR,0.059209968
AMBUR,0.052454793
AMBUR,0.050203067
AMBUR,0.047951342
AMBUR,0.045699617
AMBUR,0.043447892
AMBUR,0.036692717
AMBUR,0.034440992
AMBUR,0.032189266
AMBUR,0.030909348
AMBUR,0.031027095
AMBUR,0.031380336
AMBUR,0.031498083
AMBUR,0.031615829
AMBUR,0.031733577
AMBUR,0.031851324
AMBUR,0.032204564
AMBUR,0.032322311
AMBUR,0.032440058
AMBUR,0.032557805
AMBUR,0.032675552
AMBUR,0.032793299
AMBUR,0.033028793
AMBUR,0.03314654
AMBUR,0.033264287
AMBUR,0.033382034
AMBUR,0.03349978
AMBUR,0.036325707
AMBUR,0.036443454
AMBUR,0.036561201
AMBUR,0.036678947
AMBUR,0.036796694
AMBUR,0.036914441
AMBUR,0.037149935
AMBUR,0.037267682
AMBUR,0.037381664
AMBUR,0.037424101
AMBUR,0.037466539
AMBUR,0.037508975
AMBUR,0.03759385
AMBUR,0.037636287
AMBUR,0.037678724
AMBUR,0.037721161
AMBUR,0.037763598
AMBUR,0.037806036
AMBUR,0.037933347
AMBUR,0.037975784
AMBUR,0.038018221
AMBUR,0.038060658
AMBUR,0.038103096
AMBUR,0.03818797
AMBUR,0.038230407
AMBUR,0.038272844
AMBUR,0.038315281
AMBUR,0.038357718
AMBUR,0.038400156
AMBUR,0.038527467
AMBUR,0.038569904
AMBUR,0.038612341
AMBUR,0.038654779
AMBUR,0.038697216
AMBUR,0.039715707
AMBUR,0.039758144
AMBUR,0.039800582
AMBUR,0.039843019
AMBUR,0.039885456
AMBUR,0.039927893
AMBUR,0.040012768
AMBUR,0.040055205
AMBUR,0.040097642
AMBUR,0.040140079
AMBUR,0.040182516
AMBUR,0.040224953
AMBUR,0.03977469
AMBUR,0.039534586
AMBUR,0.039294482
AMBUR,0.039054377
AMBUR,0.038814273
AMBUR,0.038574168
AMBUR,0.03809396
AMBUR,0.037853855
AMBUR,0.037613751
AMBUR,0.037373646
AMBUR,0.037133542
AMBUR,0.036893438
AMBUR,0.036413229
AMBUR,0.036173124
AMBUR,0.03593302
AMBUR,0.035692916
AMBUR,0.035452812
AMBUR,0.035212707
AMBUR,0.034732498
AMBUR,0.034492394
AMBUR,0.034252289
AMBUR,0.034012185
AMBUR,0.033772081
AMBUR,0.033531976
AMBUR,0.0324726
AMBUR,0.033635934
AMBUR,0.034799269
AMBUR,0.035962604
AMBUR,0.037125938
AMBUR,0.040615942
AMBUR,0.041779277
AMBUR,0.042942612
AMBUR,0.044105946
AMBUR,0.045269281
AMBUR,0.04766694
AMBUR,0.047889134
AMBUR,0.048111329
AMBUR,0.048333523
AMBUR,0.048555717
AMBUR,0.0492223
AMBUR,0.049444495
AMBUR,0.049046329
AMBUR,0.046622058
AMBUR,0.044197788
AMBUR,0.041773517
AMBUR,0.036924976
AMBUR,0.034500705
AMBUR,0.031676327
AMBUR,0.028457993
AMBUR,0.025239659
AMBUR,0.022021325
AMBUR,0.015584656
AMBUR,0.012366322
AMBUR,0.010415412
AMBUR,0.008529646
AMBUR,0.006643879
AMBUR,0.003347227
AMBUR,0.004540108
AMBUR,0.00573299
AMBUR,0.006925871
AMBUR,0.037940785
AMBUR,0.039133666
AMBUR,0.040326547
AMBUR,0.041519429
AMBUR,0.04271231
AMBUR,0.044299755
AMBUR,0.04445978
AMBUR,0.044619805
AMBUR,0.044779831
AMBUR,0.044939856
AMBUR,0.045259907
AMBUR,0.045419932
AMBUR,0.045579957
AMBUR,0.045739982
AMBUR,0.045900007
AMBUR,0.046060033
AMBUR,0.046540108
AMBUR,0.046700133
AMBUR,0.046860159
AMBUR,0.047020184
AMBUR,0.047180209
AMBUR,0.046528494
AMBUR,0.045239116
AMBUR,0.043949738
AMBUR,0.04266036
AMBUR,0.041370982
AMBUR,0.037502848
AMBUR,0.03621347
AMBUR,0.034924092
AMBUR,0.033634714
AMBUR,0.032345336
AMBUR,0.031055958
AMBUR,0.027163129
AMBUR,0.022135416
AMBUR,0.017107702
AMBUR,0.102422812
AMBUR,0.107896679
AMBUR,0.113370546
AMBUR,0.123021812
AMBUR,0.127149643
AMBUR,0.131277475
AMBUR,0.135405306
AMBUR,0.139533137
AMBUR,0.143660969
AMBUR,0.151916631
AMBUR,0.156044462
AMBUR,0.160172294
AMBUR,0.164300125
AMBUR,0.168427957
AMBUR,0.170102768
AMBUR,0.165408346
AMBUR,0.163061134
AMBUR,0.160713923
AMBUR,0.158366712
AMBUR,0.156019501
AMBUR,0.15367229
AMBUR,0.146630656
AMBUR,0.144283445
AMBUR,0.141936233
AMBUR,0.139589022
AMBUR,0.137241811
AMBUR,0.132547388
AMBUR,0.130200177
AMBUR,0.127852966
AMBUR,0.125496556
AMBUR,0.122847499
AMBUR,0.120198441
AMBUR,0.112251268
AMBUR,0.109602211
AMBUR,0.106953153
AMBUR,0.104304095
AMBUR,0.101655038
AMBUR,0.093707865
AMBUR,0.091058807
AMBUR,0.08840975
AMBUR,0.085760692
AMBUR,0.083111634
AMBUR,0.075164462
AMBUR,0.072515404
AMBUR,0.069866346
AMBUR,0.139156656
AMBUR,0.158369009
AMBUR,0.196793712
AMBUR,0.216347526
AMBUR,0.23984685
AMBUR,0.263346174
AMBUR,0.286845498
AMBUR,0.310344823
AMBUR,0.378829951
AMBUR,0.401364118
AMBUR,0.423898285
AMBUR,0.446432452
AMBUR,0.468966619
AMBUR,0.514034953
AMBUR,0.536030143
AMBUR,0.550846445
AMBUR,0.563709518
AMBUR,0.576572591
AMBUR,0.588101932
AMBUR,0.615089479
AMBUR,0.617711707
AMBUR,0.620333935
AMBUR,0.622956162
AMBUR,0.625578389
AMBUR,0.633445071
AMBUR,0.636067299
AMBUR,0.638689526
AMBUR,0.641311753
AMBUR,0.64393398
AMBUR,0.651800663
AMBUR,0.65442289
AMBUR,0.657045117
AMBUR,0.659667345
AMBUR,0.662289572
AMBUR,0.670156254
AMBUR,0.672369505
AMBUR,0.675939078
AMBUR,0.681453514
AMBUR,0.68696795
AMBUR,0.703511259
AMBUR,0.709025695
AMBUR,0.714540131
AMBUR,0.720054568
AMBUR,0.725569004
AMBUR,0.73108344
AMBUR,0.742112313
AMBUR,0.747626749
AMBUR,0.753141185
AMBUR,0.758655621
AMBUR,0.764170058
AMBUR,0.769684494
AMBUR,0.780713367
AMBUR,0.786227803
AMBUR,0.791742239
AMBUR,0.797256675
AMBUR,0.802771112
AMBUR,0.808285548
AMBUR,0.81931442
AMBUR,0.824828857
AMBUR,0.830343293
AMBUR,0.83585773
AMBUR,0.832792208
AMBUR,0.825099174
AMBUR,0.804200222
AMBUR,0.793750746
AMBUR,0.78330127
AMBUR,0.772851793
AMBUR,0.762402317
AMBUR,0.751952841
AMBUR,0.731053889
AMBUR,0.720604413
AMBUR,0.710154937
AMBUR,0.699705461
AMBUR,0.689255985
AMBUR,0.679945793
AMBUR,0.663179496
AMBUR,0.654796348
AMBUR,0.6464132
AMBUR,0.638030051
AMBUR,0.63302261
AMBUR,0.629210716
AMBUR,0.621586928
AMBUR,0.617775034
AMBUR,0.61433704
AMBUR,0.61115316
AMBUR,0.60796928
AMBUR,0.604788458
AMBUR,0.601621264
AMBUR,0.598454071
AMBUR,0.595286877
AMBUR,0.592119683
AMBUR,0.588952489
AMBUR,0.582618102
AMBUR,0.579450908
AMBUR,0.576283715
AMBUR,0.573230752
AMBUR,0.568467672
AMBUR,0.567541658
AMBUR,0.566651008
AMBUR,0.565781782
AMBUR,0.564916015
AMBUR,0.564053697
AMBUR,0.562339368
AMBUR,0.561487337
AMBUR,0.560638715
AMBUR,0.559793492
AMBUR,0.558951658
AMBUR,0.558113203
AMBUR,0.556446391
AMBUR,0.555618014
AMBUR,0.554792976
AMBUR,0.553971267
AMBUR,0.553152878
AMBUR,0.552337798
AMBUR,0.550068892
AMBUR,0.547592706
AMBUR,0.545122303
AMBUR,0.542657652
AMBUR,0.537745483
AMBUR,0.532855952
AMBUR,0.527988814
AMBUR,0.52072956
AMBUR,0.51832074
AMBUR,0.515917336
AMBUR,0.513519317
AMBUR,0.511126653
AMBUR,0.508739314
AMBUR,0.506357269
AMBUR,0.503980489
AMBUR,0.501608944
AMBUR,0.499242603
AMBUR,0.496881437
AMBUR,0.494525416
AMBUR,0.492174511
AMBUR,0.487487927
AMBUR,0.485152189
AMBUR,0.482821448
AMBUR,0.480495675
AMBUR,0.475858911
AMBUR,0.473212547
AMBUR,0.470073718
AMBUR,0.46644117
AMBUR,0.462313409
AMBUR,0.4576887
AMBUR,0.451090833
AMBUR,0.44809227
AMBUR,0.445093706
AMBUR,0.442095143
AMBUR,0.43909658
AMBUR,0.436098017
AMBUR,0.430100891
AMBUR,0.424103765
AMBUR,0.421105201
AMBUR,0.418106638
AMBUR,0.415108075
AMBUR,0.409110949
AMBUR,0.406112386
AMBUR,0.403113823
AMBUR,0.400115259
AMBUR,0.398529215
AMBUR,0.397278672
AMBUR,0.394777587
AMBUR,0.393527045
AMBUR,0.392276502
AMBUR,0.39102596
AMBUR,0.388524875
AMBUR,0.387274332
AMBUR,0.38602379
AMBUR,0.384773247
AMBUR,0.383522705
AMBUR,0.382272162
AMBUR,0.379771077
AMBUR,0.378520535
AMBUR,0.377269992
AMBUR,0.37601945
AMBUR,0.375059549
AMBUR,0.373767682
AMBUR,0.371183946
AMBUR,0.369892078
AMBUR,0.36860021
AMBUR,0.367308343
AMBUR,0.366016475
AMBUR,0.364724607
AMBUR,0.362140871
AMBUR,0.360849004
AMBUR,0.360403482
AMBUR,0.361438742
AMBUR,0.363509264
AMBUR,0.364544524
AMBUR,0.365579785
